"Year","Month","Sector","Nationality","Level Of Study","Broad Field Of Education","Enrolments","Commencements","EnrolmentsShare","EnrolmentsGrowth","CommencementsShare","CommencementsGrowth"
"2020","Dec","Higher Education","Iran","Doctoral Degree","_All","1224","205","61","-6","46","-29"
"2020","Dec","Higher Education","Iran","Graduate Certificate","_All","7","4","0","-13","1","-57"
"2020","Dec","Higher Education","Iran","Masters Degree (Coursework)","_All","397","131","20","-24","29","-16"
"2020","Dec","Higher Education","Iran","Bachelor Degree","_All","231","61","12","-5","14","-19"
"2020","Dec","Higher Education","Iran","Bachelor Honours Degree","_All","60","8","3","-13","2","-56"
"2020","Dec","Higher Education","Iran","Diploma","_All","31","16","2","-11","4","0"
"2020","Dec","Higher Education","Iran","Graduate Diploma","_All","4","4","0","0","0","0"
"2020","Dec","Higher Education","Iran","Masters Degree (Research)","_All","43","18","2","-17","4","-18"
"2020","Dec","Higher Education","Iran","Associate Degree","_All","4","4","0","","0",""
"2020","Dec","Higher Education","Iran","Masters Degree (Extended)","_All","4","4","0","","0",""
"2020","Dec","Non-award","Iran","Non AQF Award","_All","30","20","100","-47","100","-35"
"2020","Dec","Schools","Iran","Primary School Studies","_All","4","4","5","-33","0",""
"2020","Dec","Schools","Iran","Junior Secondary Studies","_All","10","6","24","-29","38","-14"
"2020","Dec","Schools","Iran","Senior Secondary Certificate of Education","_All","29","10","71","-41","63","-17"
"2020","Dec","VET","Iran","Graduate Diploma","_All","16","9","7","129","6","29"
"2020","Dec","VET","Iran","Certificate II","_All","4","4","1","100","1","100"
"2020","Dec","VET","Iran","Diploma","_All","123","79","55","26","54","55"
"2020","Dec","VET","Iran","Graduate Certificate","_All","4","4","1","0","1","-50"
"2020","Dec","VET","Iran","Advanced Diploma","_All","54","37","24","46","25","85"
"2020","Dec","VET","Iran","Certificate III","_All","11","6","5","-15","4","-33"
"2020","Dec","VET","Iran","Certificate IV","_All","14","13","6","40","9","63"
"2020","Dec","ELICOS","Iraq","Non AQF Award","_All","4","4","100","300","100",""
"2020","Dec","Higher Education","Iraq","Doctoral Degree","_All","108","6","86","-49","46","-33"
"2020","Dec","Higher Education","Iraq","Masters Degree (Coursework)","_All","6","4","5","-60","15","-60"
"2020","Dec","Higher Education","Iraq","Graduate Diploma","_All","4","4","1","-50","0","-100"
"2020","Dec","Higher Education","Iraq","Bachelor Degree","_All","6","4","5","-14","23","200"
"2020","Dec","Higher Education","Iraq","Bachelor Honours Degree","_All","4","4","2","-77","8","0"
"2020","Dec","Higher Education","Iraq","Diploma","_All","4","4","2","-33","8","-50"
"2020","Dec","Non-award","Iraq","Non AQF Award","_All","4","4","100","-50","100","-67"
"2020","Dec","VET","Iraq","Advanced Diploma","_All","4","4","33","50","25","-50"
"2020","Dec","VET","Iraq","Diploma","_All","6","4","67","-14","75","50"
"2020","Dec","ELICOS","Ireland","Non AQF Award","_All","4","4","100","300","100","300"
"2020","Dec","Higher Education","Ireland","Associate Degree","_All","4","4","2","0","0","-100"
"2020","Dec","Higher Education","Ireland","Masters Degree (Coursework)","_All","20","13","17","0","30","117"
"2020","Dec","Higher Education","Ireland","Bachelor Degree","_All","30","11","25","-17","26","22"
"2020","Dec","Higher Education","Ireland","Graduate Certificate","_All","4","4","2","100","2","0"
"2020","Dec","Higher Education","Ireland","Doctoral Degree","_All","51","11","43","4","26","-27"
"2020","Dec","Higher Education","Ireland","Diploma","_All","4","4","1","0","2",""
"2020","Dec","Higher Education","Ireland","Graduate Diploma","_All","4","4","3","-25","2","-67"
"2020","Dec","Higher Education","Ireland","Masters Degree (Research)","_All","4","4","3","-25","2",""
"2020","Dec","Higher Education","Ireland","Bachelor Honours Degree","_All","6","4","5","20","7","0"
"2020","Dec","Higher Education","Ireland","Masters Degree (Extended)","_All","4","4","2","100","2","0"
"2020","Dec","Non-award","Ireland","Non AQF Award","_All","102","65","100","-41","100","-53"
"2020","Dec","Schools","Ireland","Senior Secondary Certificate of Education","_All","4","4","100","-20","100","0"
"2020","Dec","VET","Ireland","Diploma","_All","626","347","53","29","53","12"
"2020","Dec","VET","Ireland","Certificate IV","_All","288","165","25","-1","25","-11"
"2020","Dec","VET","Ireland","Advanced Diploma","_All","122","73","10","37","11","49"
"2020","Dec","VET","Ireland","Certificate II","_All","5","4","0","-50","0","-63"
"2020","Dec","VET","Ireland","Certificate III","_All","133","63","11","-9","10","-33"
"2020","Dec","VET","Ireland","Graduate Diploma","_All","4","4","0","","0",""
"2020","Dec","ELICOS","Israel","Non AQF Award","_All","20","12","100","-43","100","-56"
"2020","Dec","Higher Education","Israel","Doctoral Degree","_All","20","4","33","-9","20","-25"
"2020","Dec","Higher Education","Israel","Bachelor Honours Degree","_All","4","4","2","-50","0",""
"2020","Dec","Higher Education","Israel","Graduate Diploma","_All","4","4","3","0","7","-50"
"2020","Dec","Higher Education","Israel","Masters Degree (Coursework)","_All","15","4","25","-17","27","-20"
"2020","Dec","Higher Education","Israel","Diploma","_All","4","4","5","50","13","100"
"2020","Dec","Higher Education","Israel","Bachelor Degree","_All","18","4","30","-10","20","-67"
"2020","Dec","Higher Education","Israel","Graduate Certificate","_All","4","4","2","","7",""
"2020","Dec","Higher Education","Israel","Masters Degree (Extended)","_All","4","4","2","","7",""
"2020","Dec","Non-award","Israel","Non AQF Award","_All","17","17","100","-37","100","-37"
"2020","Dec","VET","Israel","Certificate IV","_All","31","19","23","-11","28","-10"
"2020","Dec","VET","Israel","Diploma","_All","57","24","42","-12","35","-31"
"2020","Dec","VET","Israel","Certificate II","_All","4","4","1","-75","1","-50"
"2020","Dec","VET","Israel","Certificate III","_All","25","13","18","-11","19","-32"
"2020","Dec","VET","Israel","Advanced Diploma","_All","23","11","17","5","16","10"
"2020","Dec","ELICOS","Italy","Non AQF Award","_All","1344","905","100","-31","100","-38"
"2020","Dec","Higher Education","Italy","Associate Degree","_All","4","4","1","0","0","-100"
"2020","Dec","Higher Education","Italy","Graduate Certificate","_All","9","7","1","29","3","0"
"2020","Dec","Higher Education","Italy","Masters Degree (Coursework)","_All","193","98","25","8","36","44"
"2020","Dec","Higher Education","Italy","Bachelor Honours Degree","_All","16","4","2","-30","1","-60"
"2020","Dec","Higher Education","Italy","Diploma","_All","25","11","3","-11","4","-31"
"2020","Dec","Higher Education","Italy","Graduate Diploma","_All","6","4","1","50","1","0"
"2020","Dec","Higher Education","Italy","Masters Degree (Research)","_All","9","6","1","50","2",""
"2020","Dec","Higher Education","Italy","Bachelor Degree","_All","258","93","33","9","35","12"
"2020","Dec","Higher Education","Italy","Doctoral Degree","_All","252","47","33","-10","17","0"
"2020","Dec","Non-award","Italy","Non AQF Award","_All","189","161","100","-49","100","-52"
"2020","Dec","Schools","Italy","Junior Secondary Studies","_All","6","4","7","-25","7","-33"
"2020","Dec","Schools","Italy","Primary School Studies","_All","4","4","5","100","7","300"
"2020","Dec","Schools","Italy","Senior Secondary Certificate of Education","_All","73","50","88","-85","86","-89"
"2020","Dec","VET","Italy","Certificate II","_All","210","130","4","7","5","-8"
"2020","Dec","VET","Italy","Certificate IV","_All","1145","639","24","-14","24","-21"
"2020","Dec","VET","Italy","Diploma","_All","1867","970","39","-1","37","-1"
"2020","Dec","VET","Italy","Certificate I","_All","18","10","0","-36","0","-52"
"2020","Dec","VET","Italy","Graduate Diploma","_All","8","7","0","60","0","75"
"2020","Dec","VET","Italy","Advanced Diploma","_All","602","312","13","1","12","1"
"2020","Dec","VET","Italy","Certificate III","_All","962","561","20","2","21","5"
"2020","Dec","VET","Italy","Graduate Certificate","_All","4","4","0","","0",""
"2020","Dec","ELICOS","Jamaica","Non AQF Award","_All","4","4","100","100","100","0"
"2020","Dec","Higher Education","Jamaica","Bachelor Degree","_All","4","4","29","-20","50",""
"2020","Dec","Higher Education","Jamaica","Masters Degree (Coursework)","_All","4","4","29","-50","0","-100"
"2020","Dec","Higher Education","Jamaica","Doctoral Degree","_All","5","4","36","-38","25","0"
"2020","Dec","Higher Education","Jamaica","Bachelor Honours Degree","_All","4","4","7","","25",""
"2020","Dec","Non-award","Jamaica","Non AQF Award","_All","4","4","100","-25","100","-25"
"2020","Dec","Schools","Jamaica","Senior Secondary Certificate of Education","_All","4","4","100","0","100",""
"2020","Dec","VET","Jamaica","Certificate III","_All","4","4","33","0","33",""
"2020","Dec","VET","Jamaica","Diploma","_All","4","4","67","","67",""
"2020","Dec","ELICOS","Japan","Non AQF Award","_All","4961","2788","100","-36","100","-50"
"2020","Dec","Higher Education","Japan","Masters Degree (Coursework)","_All","386","157","20","-4","21","-17"
"2020","Dec","Higher Education","Japan","Associate Degree","_All","11","7","1","38","1","250"
"2020","Dec","Higher Education","Japan","Advanced Diploma","_All","4","4","0","0","0",""
"2020","Dec","Higher Education","Japan","Bachelor Honours Degree","_All","48","19","2","9","3","19"
"2020","Dec","Higher Education","Japan","Graduate Diploma","_All","23","16","1","53","2","60"
"2020","Dec","Higher Education","Japan","Masters Degree (Research)","_All","6","4","0","0","0","50"
"2020","Dec","Higher Education","Japan","Bachelor Degree","_All","1115","389","58","9","52","-2"
"2020","Dec","Higher Education","Japan","Diploma","_All","259","137","13","-3","18","-12"
"2020","Dec","Higher Education","Japan","Doctoral Degree","_All","60","12","3","-5","2","-37"
"2020","Dec","Higher Education","Japan","Masters Degree (Extended)","_All","4","4","0","-67","0","-100"
"2020","Dec","Higher Education","Japan","Graduate Certificate","_All","11","10","1","10","1","0"
"2020","Dec","Non-award","Japan","Non AQF Award","_All","755","610","100","-33","100","-38"
"2020","Dec","Schools","Japan","Primary School Studies","_All","68","18","10","-18","4","-50"
"2020","Dec","Schools","Japan","Junior Secondary Studies","_All","302","240","43","-21","56","-27"
"2020","Dec","Schools","Japan","Senior Secondary Certificate of Education","_All","326","170","47","-15","40","-18"
"2020","Dec","VET","Japan","Certificate I","_All","91","59","2","14","3","-5"
"2020","Dec","VET","Japan","Advanced Diploma","_All","318","151","8","-7","7","-14"
"2020","Dec","VET","Japan","Graduate Diploma","_All","5","4","0","25","0","33"
